"hfpxzc href","qBF1Pd","MW4etd","UY7F9","W4Efsd","W4Efsd 2","W4Efsd 3","W4Efsd 4","W4Efsd 5","W4Efsd 6","UsdlK","Cw1rxd","R8c4Qb","Jn12ke src","ah5Ghc","doJOZc","W4Efsd 7"
"https://www.google.com/maps/place/Lesty+Copy+Centre/data=!4m7!3m6!1s0x2e68e7faca8f9b69:0xbfe698ac1be80220!8m2!3d-6.9174466!4d107.6571961!16s%2Fg%2F11b60srld3!19sChIJaZuPyvrnaC4RIALoG6yY5r8?authuser=0&hl=id&rclk=1","Lesty Copy Centre","4,5","(91)","Toko Fotokopi","·","·","Buka","· Tutup pukul 21.00","Jl. Purwakarta No.154","(022) 7212463","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempat Fotocopy yg cukup lengkap dengan harga bersaing""","","·"
"https://www.google.com/maps/place/Barokah+Fotokopi/data=!4m7!3m6!1s0x2e68e42c950562f5:0xe7bb956936e6eddd!8m2!3d-6.8871875!4d107.5669375!16s%2Fg%2F11b6gc6423!19sChIJ9WIFlSzkaC4R3e3mNmmVu-c?authuser=0&hl=id&rclk=1","Barokah Fotokopi","5,0","(1)","Toko Fotokopi","·","Jl. Gn. Batu No.181","Buka","· Tutup pukul 22.00","·","0813-9416-6272","","Rute","","","",""
"https://www.google.com/maps/place/Niki+Fotocopy+Center/data=!4m7!3m6!1s0x2e68e7ef83afdf5f:0x9d3096f871cba7de!8m2!3d-6.915846!4d107.654273!16s%2Fg%2F11b6hpxvmk!19sChIJX9-vg-_naC4R3qfLcfiWMJ0?authuser=0&hl=id&rclk=1","Niki Fotocopy Center","4,2","(31)","Toko Fotokopi","·","·","Buka","· Tutup pukul 23.00","Jl. Subang No.64","(022) 87831510","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Foto kopi di sekitar Antapani""","","·"
"https://www.google.com/maps/place/Fotokopi+Mang+Gani/data=!4m7!3m6!1s0x2e68e73dd9419ddd:0x8bcac403a1bc5a8b!8m2!3d-6.9161736!4d107.6326211!16s%2Fg%2F11sdkb2xsn!19sChIJ3Z1B2T3naC4Ri1q8oQPEyos?authuser=0&hl=id&rclk=1","Fotokopi Mang Gani","5,0","(1)","Organisasi Nonprofit","·","Jl. Cianjur No.12","Tutup","· Buka Sen pukul 08.00","·","0821-2100-5347","","Rute","","","",""
"https://www.google.com/maps/place/Laris+Fotokopi/data=!4m7!3m6!1s0x2e68e8af4aa4fa89:0xdf606e427c2232e6!8m2!3d-6.9343846!4d107.5846156!16s%2Fg%2F11b620fkdr!19sChIJifqkSq_oaC4R5jIifEJuYN8?authuser=0&hl=id&rclk=1","Laris Fotokopi","4,0","(6)","Toko Fotokopi","·","3H8M+6RX, Jalan","Buka","· Tutup pukul 20.00","·","0813-2217-2629","","Rute","","","",""
"https://www.google.com/maps/place/rumah+tatan+trisno/data=!4m7!3m6!1s0x2e68e75e6c295e19:0x586016845c1ca425!8m2!3d-6.8538573!4d107.617068!16s%2Fg%2F11h4xbx3zx!19sChIJGV4pbF7naC4RJaQcXIQWYFg?authuser=0&hl=id&rclk=1","rumah tatan trisno","4,0","(2)","Toko Fotokopi","·","·","Buka 24 jam","","Jln. Citra green dago kp, Jl. Cipicung Girang rt05/10 No.10","0838-2052-4019","","Situs Web","","","","·"
"https://www.google.com/maps/place/Fotokopi+TEH+IA+%28Mughnifc%29/data=!4m7!3m6!1s0x2e68e9ed20818f57:0xc86193b3ee246eb5!8m2!3d-6.9398294!4d107.5749798!16s%2Fg%2F11hdq9fmlj!19sChIJV4-BIO3paC4RtW4k7rOTYcg?authuser=0&hl=id&rclk=1","Fotokopi TEH IA (Mughnifc)","5,0","(2)","Toko Elektronik","·","Jl. Caringin Gg. Cikungkurak Blk. Beas No.31A","Buka","· Tutup pukul 21.00","·","0899-3802-344","","Rute","","Ambil di toko","",""
"https://www.google.com/maps/place/Fotocopy+Kelenteng/data=!4m7!3m6!1s0x2e68e6173e03ffc5:0x7b4e521806c6a455!8m2!3d-6.9169457!4d107.5933876!16s%2Fg%2F11b5ys4yh5!19sChIJxf8DPhfmaC4RVaTGBhhSTns?authuser=0&hl=id&rclk=1","Fotocopy Kelenteng","4,2","(9)","Toko Fotokopi","·","Jl. Kelenteng No.56","Tutup","· Buka Sen pukul 07.00","","","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Print 5 lembar
—3 warna, 2 hitam putih—
Rp.""","",""
"https://www.google.com/maps/place/Mandiri+Fotocopy+Center/data=!4m7!3m6!1s0x2e68c38e1ed66a7d:0xdc5926e47d1804fb!8m2!3d-6.946103!4d107.6762178!16s%2Fg%2F11qr512z_3!19sChIJfWrWHo7DaC4R-wQYfeQmWdw?authuser=0&hl=id&rclk=1","Mandiri Fotocopy Center","5,0","(3)","Toko Buku","·","Jl. Cipamokolan No.57","","","","0812-1419-0417","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Fotocopy murah, kwalitas bagus.""","",""
"https://www.google.com/maps/place/Bili+Fotokopi/data=!4m7!3m6!1s0x2e68e602a58840ad:0xa89b681eb9d79a5e!8m2!3d-6.9287152!4d107.5853012!16s%2Fg%2F11b638h99d!19sChIJrUCIpQLmaC4RXprXuR5om6g?authuser=0&hl=id&rclk=1","Bili Fotokopi","5,0","(1)","Toko Ham","·","3HCP+G47, Jalan","Tutup","· Buka Sen pukul 08.00","·","0821-1522-2492","","Rute","","","",""
"https://www.google.com/maps/place/Toko+Dev+Fotokopi+%26+Atk/data=!4m7!3m6!1s0x2e68dd5cf63a00c3:0x3469c5b95d5ee6bb!8m2!3d-6.9084561!4d107.6778352!16s%2Fg%2F11v61mhc_q!19sChIJwwA69lzdaC4Ru-ZeXbnFaTQ?authuser=0&hl=id&rclk=1","Toko Dev Fotokopi & Atk","3,0","(2)","","","","","","","","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""ramah, harga standart""","",""
"https://www.google.com/maps/place/Mitra+Mas+Photo+Copi/data=!4m7!3m6!1s0x2e68e8825843d93f:0x92965b769ee3c644!8m2!3d-6.9298618!4d107.6127404!16s%2Fg%2F11bbx031w1!19sChIJP9lDWILoaC4RRMbjnnZblpI?authuser=0&hl=id&rclk=1","Mitra Mas Photo Copi","4,9","(13)","Toko Fotokopi","·","Jl. Lengkong Besar No.74A","Tutup","· Buka Sen pukul 07.00","·","0821-2387-8510","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Harga photo copi di sini lumayan murah, jilid juga bisa cepet.""","",""
"https://www.google.com/maps/place/Fotocopy+Az-Zahra/data=!4m7!3m6!1s0x2e68e54cb2c43385:0x6c55fafd7e4513c1!8m2!3d-6.8552982!4d107.5419776!16s%2Fg%2F11j1cjc1r0!19sChIJhTPEskzlaC4RwRNFfv36VWw?authuser=0&hl=id&rclk=1","Fotocopy Az-Zahra","5,0","(1)","Toko bahan makanan","·","Jl. Puri Cipageran Indah 1 No.8 Blok B","Buka","· Tutup pukul 21.00","·","0821-6506-5008","","Rute","","","",""
"https://www.google.com/maps/place/EDC+Photocopy/data=!4m7!3m6!1s0x2e68e78e00b2bc71:0xce5dac5495392987!8m2!3d-6.9005!4d107.657386!16s%2Fg%2F11b6d0lggc!19sChIJcbyyAI7naC4Rhyk5lVSsXc4?authuser=0&hl=id&rclk=1","EDC Photocopy","","","Toko Fotokopi","·","Jl. Jatihandap No.27","Buka","· Tutup pukul 20.00","·","0857-2320-0097","","Rute","","","",""
"https://www.google.com/maps/place/Warung+Fotokopi+Mamah+Nia/data=!4m7!3m6!1s0x2e68e51ed9d0da59:0xd9d1a738e8c48d44!8m2!3d-6.9136984!4d107.566064!16s%2Fg%2F11hllj5v0v!19sChIJWdrQ2R7laC4RRI3E6Din0dk?authuser=0&hl=id&rclk=1","Warung Fotokopi Mamah Nia","","","Toko Swalayan","·","Warung Mamah Nia, Gg. Manunggal IIC No.10 No. 77, RT.06","Buka","· Tutup pukul 21.30","·","0852-2289-4554","","Rute","","","",""
"https://www.google.com/maps/place/Fa+Digital+Photocopy+%26+Printing/data=!4m7!3m6!1s0x2e68e6bc46d96495:0x80ae5f3494b5e894!8m2!3d-6.8637231!4d107.590292!16s%2Fg%2F11bbwzb70c!19sChIJlWTZRrzmaC4RlOi1lDRfroA?authuser=0&hl=id&rclk=1","Fa Digital Photocopy & Printing","5,0","(4)","Toko Fotokopi","·","Jl. Gegerkalong Girang No.30","Tutup","· Buka Sen pukul 08.00","·","0813-9499-7669","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Terlihat penuh warna dan lengkap.""","",""
"https://www.google.com/maps/place/Canon+Photocopy/data=!4m7!3m6!1s0x2e68e9969f4860ff:0x7ed57fafbcd0c9f1!8m2!3d-6.9429563!4d107.576012!16s%2Fg%2F11h37rwwsr!19sChIJ_2BIn5bpaC4R8cnQvK9_1X4?authuser=0&hl=id&rclk=1","Canon Photocopy","4,7","(3)","Toko Fotokopi","·","3H4G+RC6","Buka","· Tutup pukul 20.00","","","","Rute","","","",""
"https://www.google.com/maps/place/Kios+Mundo+-+Alat+Sekolah+-+Seragam+dan+Fotokopi/data=!4m7!3m6!1s0x2e68e1febfddd5ed:0xaee36842552cc02!8m2!3d-6.8446861!4d107.5848654!16s%2Fg%2F11xndy0264!19sChIJ7dXdv_7haC4RAsxSJYQ27go?authuser=0&hl=id&rclk=1","Kios Mundo - Alat Sekolah - Seragam dan Fotokopi","","","Toko Alat Tulis","·","Kp.cipanjak No.183, RT.3/RW.11","Buka","· Tutup pukul 21.00","·","0838-2133-8757","","Rute","","","",""
"https://www.google.com/maps/place/Lesty+Group+Copy+Centre+-+Fotokopi+%28+PHOTO+COPY+%29/data=!4m7!3m6!1s0x2e68e822815cf0cd:0xd774fad8ff1a676b!8m2!3d-6.9471676!4d107.6596735!16s%2Fg%2F11ggw7k9sw!19sChIJzfBcgSLoaC4Ra2ca_9j6dNc?authuser=0&hl=id&rclk=1","Lesty Group Copy Centre - Fotokopi ( PHOTO COPY )","5,0","(2)","Toko Fotokopi","·","Jl. Jupiter Tengah No.30","Buka","· Tutup pukul 21.00","·","0813-2241-5251","","Rute","","","",""
"https://www.google.com/maps/place/Foto+Copy+Putro+Mulyo+Atk+%26+Penjilidan+Print/data=!4m7!3m6!1s0x2e68e41ef52b79e3:0x6551a5ea3d95e73a!8m2!3d-6.8638637!4d107.5711932!16s%2Fg%2F11htv2h37p!19sChIJ43kr9R7kaC4ROueVPeqlUWU?authuser=0&hl=id&rclk=1","Foto Copy Putro Mulyo Atk & Penjilidan Print","4,0","(7)","Toko Fotokopi","·","Jl. Sariwangi Selatan No.104","","","","","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Mantap murah dan pengerjaan cepat plus rapih""","",""
"https://www.google.com/maps/place/toko+fotokopi+pak+yuyun/data=!4m7!3m6!1s0x2e68e734d219c707:0x1f236debd2468da!8m2!3d-6.91647!4d107.6281418!16s%2Fg%2F11k9my7xgh!19sChIJB8cZ0jTnaC4R2mgkvd428gE?authuser=0&hl=id&rclk=1","toko fotokopi pak yuyun","","","Toko Fotokopi","·","Jl. Kemuning No.76","Tutup","· Buka Sen pukul 10.00","·","0813-2876-0314","","Rute","","","",""
"https://www.google.com/maps/place/Fotocopy+Canon/data=!4m7!3m6!1s0x2e68e8003265ba4f:0xf02c4da51f304089!8m2!3d-6.9314998!4d107.6685349!16s%2Fg%2F11fy_dcch0!19sChIJT7plMgDoaC4RiUAwH6VNLPA?authuser=0&hl=id&rclk=1","Fotocopy Canon","5,0","(2)","Toko Percetakan","·","Jl. Parakan Saat No.25","","","","","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Pemiliknya baik dan ramah..""","",""
"","","","","","","","","","","","","","","","",""
