"hfpxzc href","qBF1Pd","MW4etd","UY7F9","AJB7ye","AJB7ye 2","W4Efsd","W4Efsd 2","doJOZc","W4Efsd 3","W4Efsd 5","W4Efsd 6","FQ2IWe src","ah5Ghc","M4A5Cf","ah5Ghc 2","ah5Ghc 3","Jn12ke src"
"https://www.google.com/maps/place/Kedai+%22Kriwil%22+%EA%A7%8B%EA%A6%8F%EA%A6%BC%EA%A6%A3%EA%A6%BB%EA%A6%8F%EA%A6%BF%EA%A6%B6%EA%A6%AE%EA%A6%B6%EA%A6%AD%EA%A7%80/data=!4m7!3m6!1s0x2e7a5929af6ea0f7:0x1e44aa7e0f73eb66!8m2!3d-7.7687676!4d110.3924007!16s%2Fg%2F11gycxmcks!19sChIJ96BurylZei4RZutzD36qRB4?authuser=0&hl=id&rclk=1","Kedai ""Kriwil"" ꧋ꦏꦼꦣꦻꦏꦿꦶꦮꦶꦭ꧀","4,8","(58)","","","Kedai Kopi","·","","·","Tutup","· Buka Sen pukul 16.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHfGdpllmoWYUEh8lCwVEnDUXuxJTT427kFjGW6YE7djtPSL0D46iqZ9L6YelPKeTgsjkpHenX36dVwLLxA7cLi-1TmzuTmLPkA7qH9WtBgzE5YfvjtzrCjcKdKlIOmaLyplded=w122-h92-k-no","""Kopi nya enak Sama karyawan yang namanya jono sangat ramah""","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png"
"https://www.google.com/maps/place/Kedai+Mangguk/data=!4m7!3m6!1s0x2e7a57756414e0fb:0x23fd1e1eee5a3846!8m2!3d-7.7986018!4d110.4015818!16s%2Fg%2F11gy1tdg0x!19sChIJ--AUZHVXei4RRjha7h4e_SM?authuser=0&hl=id&rclk=1","Kedai Mangguk","4,7","(12)","","","Kafe","·","","6C22+HJ4, Gg. Tirta","Buka","· Tutup pukul 23.45","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGscK3Mkartt6wxYbjixr9zJnz-2qvf4j-96Hvj4p69TQmtCXfzolqjU72VmceqGym-7ZXyTOVdMJtH1AWtbfKMxL2rjcvJ8ooBZhyOz_Un22xqjHEu08oAK4O6MLXsmBDfZsNw=w122-h92-k-no","Makan di tempat","·","Bawa pulang","",""
"https://www.google.com/maps/place/KEDAI+OREN+%22Mba+Cicil%22/data=!4m7!3m6!1s0x2e7a59fc27f2c3c1:0x8b582bf91791472c!8m2!3d-7.7817701!4d110.3708283!16s%2Fg%2F11nn18vjx0!19sChIJwcPyJ_xZei4RLEeRF_krWIs?authuser=0&hl=id&rclk=1","KEDAI OREN ""Mba Cicil""","4,0","(1)","","","Brunch","·","","Jl. Gondolayu Lor","Buka","· Tutup pukul 19.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAF7JJ9lOU3mZyf-NBtygL4zPgqhKDppOBTooxEkd-W5tBOzD9y5kvTDyONZePnz26-FxnpfCaaL6RMyBLmhHEuF2huksxr3EYlLfveAKwLZCV3rI3Go6h94t1LMtkxy_r7VozZCrA=w126-h92-k-no","Makan di tempat","·","Bawa pulang","",""
"https://www.google.com/maps/place/Kedai+KokiQu/data=!4m7!3m6!1s0x2e7a598f6f284993:0x10d4e98f33abd31d!8m2!3d-7.7634352!4d110.4183119!16s%2Fg%2F11hd1q311s!19sChIJk0kob49Zei4RHdOrM4_p1BA?authuser=0&hl=id&rclk=1","Kedai KokiQu","5,0","(7)","","","Restoran","·","","Jl. Ring Road Utara No.5","Buka","· Tutup pukul 01.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGimSZHuwADqSnbjhnfoA5L6vdbqHFpwGI-Kj_asr7dBmyNKm65sf5gbynCnQzFGjZLi-Pjz3c0_Rwepc3TTT6WHhu6o61nm3ZCt5XOpsR4tSLxwcob4b9EqLyi3pTttY1aC33fhA=w138-h92-k-no","Makan di tempat","·","Bawa pulang","",""
"https://www.google.com/maps/place/Warmindo+Kedai+Solusi+7/data=!4m7!3m6!1s0x2e7a59c2950aef35:0x76019236f3961984!8m2!3d-7.7622931!4d110.3828751!16s%2Fg%2F11gg9hn1hf!19sChIJNe8KlcJZei4RhBmW8zaSAXY?authuser=0&hl=id&rclk=1","Warmindo Kedai Solusi 7","4,6","(78)","","","Restoran","·","","·","Buka","· Tutup pukul 01.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFeVLJMfHeFsTb95cHhcsSR_Mh5EjpUduXbGrlO5oTYeON0nntULxEZY3WuBOay8FEdT7ympV8D-TkAmOV3xA60C6YQbXMOnmizau7k3JgYW8Wj47IrykvdgEI5SAb1MrNT5hw=w80-h106-k-no","""Menu favorit disini adalah Nasi Goreng Sosis ditambah emping goreng.""","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png"
"https://www.google.com/maps/place/Kedai+MMJ/data=!4m7!3m6!1s0x2e7a598f81c9881b:0x72c44f513e64c9d1!8m2!3d-7.760216!4d110.3749112!16s%2Fg%2F11g2t4fpcj!19sChIJG4jJgY9Zei4R0clkPlFPxHI?authuser=0&hl=id&rclk=1","Kedai MMJ","5,0","(65)","·","Rp 1–25.000","Brunch","·","","Jl. Pogung Dalangan No.7, RT.08/RW.50","Tutup","· Buka Sen pukul 09.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGFAiNiRwBZTx6oYHvLtwVugoaK6pQ0otjsURT4o2zLm_2sL47lDkKxGdvFpDTdTyjReRLVmwSdpXQJ3cixHgY4E8X3A6R4uphtzzZTeCOMjHd8qIEckWVLaPtcnNKiHl9lzl2A=w92-h92-k-no","""Harga nasi, sayur, lauk murah, bersahabat untuk kantong anak kos.""","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png"
"https://www.google.com/maps/place/Kedai+WB/data=!4m7!3m6!1s0x2e7a59d27fd949dd:0x26906b20a0122509!8m2!3d-7.7649354!4d110.4034044!16s%2Fg%2F11fnwbx0r0!19sChIJ3UnZf9JZei4RCSUSoCBrkCY?authuser=0&hl=id&rclk=1","Kedai WB","4,0","(1)","","","Kedai Hidangan Penutup","·","","6CP3+29C","Buka","· Tutup pukul 22.00","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=wvcZH8cBWCXsr25ER3pB-g&cb_client=search.gws-prod.gps&w=80&h=92&yaw=315.119&pitch=0&thumbfov=100","Makan di tempat","·","Bawa pulang","",""
"https://www.google.com/maps/place/Kedai+Kopi+K79+%26+HC/data=!4m7!3m6!1s0x2e7a59cd7d98c699:0xd41ef47866b234!8m2!3d-7.7853381!4d110.381135!16s%2Fg%2F11bc96cvz0!19sChIJmcaYfc1Zei4RNLJmePQe1AA?authuser=0&hl=id&rclk=1","Kedai Kopi K79 & HC","4,8","(8)","","","Kafe","·","","Kitren Lor GK 3/79 RW 01 RT 03","Buka","· Tutup pukul 23.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEFuECYjkTMaQmowi33OqgyBvmAZOtMxOIwQVhis5yJpIW55bMUd9oMZNsBwCDIWaIWq-fw0zK9qkQnxyjUhqAkrYg3ntVIMqztebYhR67zOeeh4QabwiAO6L9RZB3n_AJAN1zciA=w80-h95-k-no","Makan di tempat","·","Bawa pulang","",""
"https://www.google.com/maps/place/Kedai+GoNg+%2F+%EA%A6%8F%EA%A6%BC%EA%A6%9D%EA%A6%BB%EA%A6%8F%EA%A6%BA%EA%A6%B4%EA%A6%A5%EA%A6%B6%EA%A6%92%EA%A6%BA%EA%A6%B4%EA%A6%81/data=!4m7!3m6!1s0x2e7a5786ae2598a9:0xc3ebdfbc38b463b6!8m2!3d-7.8069092!4d110.374806!16s%2Fg%2F11l2w0dd7r!19sChIJqZglroZXei4RtmO0OLzf68M?authuser=0&hl=id&rclk=1","Kedai GoNg / ꦏꦼꦝꦻꦏꦺꦴꦥꦶꦒꦺꦴꦁ","4,9","(76)","·","Rp 1–25.000","Kedai Kopi","·","","Jl. Surokarsan","Buka","· Tutup pukul 23.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHJyJNZXmVak5QoxkPP60ZRlkwVlDmeVGpRlnVbHY4jv-KtBZ4zJgkmpN72-S0rimtm-rlNk0XUifOY2xV0AefpEFFLsxUVxbFwt59cIBHMUQVjySvcN4GrdbgakAzxOKqHK0Pz=w170-h92-k-no","""Kopi hitamnya mantap, tempatnya juga asyik, recomended banget dah""","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png"
"https://www.google.com/maps/place/Kedai+Kopi+%26+Makan+MH/data=!4m7!3m6!1s0x2e7a590fce1ba4f1:0xeb8c326bc694838a!8m2!3d-7.743732!4d110.3930164!16s%2Fg%2F11hbl9hwgt!19sChIJ8aQbzg9Zei4RioOUxmsyjOs?authuser=0&hl=id&rclk=1","Kedai Kopi & Makan MH","4,8","(34)","","","Kedai Kopi","·","","794V+G62","Buka","· Tutup pukul 01.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGeYcKl7XTCf1L8DbIN-LSusbSgRpFz7QAESlxQijjh-WAFowZ5VK1wTdjNGSIIAnzIUgQcYwCot0p8kikq7HNQ4LVCRl30ADEbPjfdRwGLWS3DRYxzwUWxRx3Umwwqseo7Iib_=w122-h92-k-no","Makan di tempat","·","Bawa pulang","",""
"https://www.google.com/maps/place/Warung+Kopi+Dika/data=!4m7!3m6!1s0x2e7a5987e45af9d1:0x4b4264fb65f3c84d!8m2!3d-7.7808243!4d110.3831944!16s%2Fg%2F11q88tcswj!19sChIJ0fla5IdZei4RTcjzZftkQks?authuser=0&hl=id&rclk=1","Warung Kopi Dika","5,0","(1)","","","Kedai Kopi","·","","699M+M7G, Jl. Iromejan","Buka 24 jam","","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=VJ52YyPMN1GzfaNRjTkQiQ&cb_client=search.gws-prod.gps&w=80&h=92&yaw=200.30789&pitch=0&thumbfov=100","Makan di tempat","·","Bawa pulang","",""
"https://www.google.com/maps/place/Kedai+abc/data=!4m7!3m6!1s0x2e7a59eef8670ae1:0x62c4f502925e51e6!8m2!3d-7.7803743!4d110.4111153!16s%2Fg%2F11cm0mlj8h!19sChIJ4Qpn-O5Zei4R5lFekgL1xGI?authuser=0&hl=id&rclk=1","Kedai abc","4,7","(275)","·","Rp 1–25.000","Kafe","·","","·","Tutup","· Buka Sen pukul 08.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAH45MrOGytIS4p9o01_VHUiHN9Lk-UA8RX4udjkDthM5OKjmbMLf8SaqVFgqLRkqDpVFMHyQmynf8fCNa71Asfnnc4r_Nuh79-nl10MdUF0isM6CGPqZuPQ73cITWQx1tEmgwff=w122-h92-k-no","""Makanan di sini enak-enak+ anak kost friendly karena harganya murah.""","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png"
"https://www.google.com/maps/place/Kedai+Rukun+Bahagia/data=!4m7!3m6!1s0x2e7a590051ba797b:0x796e6ad9ad90b3e5!8m2!3d-7.7593609!4d110.3928458!16s%2Fg%2F11xv41j0fq!19sChIJe3m6UQBZei4R5bOQrdlqbnk?authuser=0&hl=id&rclk=1","Kedai Rukun Bahagia","2,3","(3)","","","Kedai Kopi","·","","Jl. Ring Road Utara No.52","","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEQLYa4KO3cxCdm6Nt6c6zDo5JBp9MZY-GNiH1Bs7W0WiLhWCdlGGe0SbRLf2Md7PM1kYMs17Wa7gkE275LVH8YgbI65JZL3Q-bJWZNROLEWZvHcrC9WN49armh5gu-0ftURmHK6uW7JRPo=w163-h92-k-no","""Makanannnya enak porsinya banyak, rekomen.""","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png"
"https://www.google.com/maps/place/Kedai+EL+Royal+Tea+%26+Toast/data=!4m7!3m6!1s0x2e7a59005f9edb67:0x8d88135ad109f25d!8m2!3d-7.7787323!4d110.4003614!16s%2Fg%2F11w4s_112f!19sChIJZ9ueXwBZei4RXfIJ0VoTiI0?authuser=0&hl=id&rclk=1","Kedai EL Royal Tea & Toast","5,0","(3)","","","Kedai Kopi","·","","Jl. Nologaten Gg. Kenari No.251","Buka","· Tutup pukul 23.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEhyGWQaDNiB9VXn3Rp4jLkAE_ZdKZPKKBGCY7hIaj1S-JNzIxRWMkfVk9ajnn3Yvb4t8DkInvNDy16qdPjHAX4r0yTT_6HRvKjb80T5o54Wx1fueEqJCoJXQzCHLX4qeoBYRF9=w122-h92-k-no","""Es teler dan steak ayam nya juara dengan harga terjangkau""","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png"
"https://www.google.com/maps/place/Kedai+Muazzam/data=!4m7!3m6!1s0x2e7a59144f0b0c75:0xb063ec600a09d44d!8m2!3d-7.7698766!4d110.4018879!16s%2Fg%2F11tx2193jd!19sChIJdQwLTxRZei4RTdQJCmDsY7A?authuser=0&hl=id&rclk=1","Kedai Muazzam","5,0","(10)","","","Toko","·","","Dabag, Jl. Wahid Hasyim","Buka","· Tutup pukul 20.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGz8IzslOa5A3hRx1iYpdp23ZL5FQrZsZSPlHzd739-73-YR71Q-Blq--eaxZBI50JtJ5sPkDktO78i3mwQaeO5hXq1m504da4hr_mFQET_8I9UeZUY-VWqqOsOhq7rbYBRwFzg=w163-h92-k-no","""Kedainya bersih, barang jualannya juga bersih.""","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png"
"https://www.google.com/maps/place/Kedai+Domore/data=!4m7!3m6!1s0x2e7a59b2ba5d17db:0x941acce8d8aa8904!8m2!3d-7.7653759!4d110.3794134!16s%2Fg%2F11csqd4ysp!19sChIJ2xddurJZei4RBImq2OjMGpQ?authuser=0&hl=id&rclk=1","Kedai Domore","4,5","(104)","·","$","Kafe","·","","·","Tutup","· Buka Sen pukul 15.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAExqsdjuGNX-Q2daQZNRR7tJB6_Uoi917eIgou5mjl3eeMtTfbf8y0_5nqC34Vj6FyBqEVCxTKKnymT4juHDACvAaNklwNzyzDgV9648uRZyif-fpwDcnYcjhjLiHHAqRxa9GpzPw=w163-h92-k-no","""Menunya enak-enak, harganya pun murah dengan porsi yg pas dan kenyang.""","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png"
"https://www.google.com/maps/place/Kedai+Pramuka/data=!4m7!3m6!1s0x2e7a59c51988a8f7:0xc30c8b2f231a2f5e!8m2!3d-7.7833589!4d110.3981003!16s%2Fg%2F11b6d7698x!19sChIJ96iIGcVZei4RXi8aIy-LDMM?authuser=0&hl=id&rclk=1","Kedai Pramuka","4,6","(371)","","","Toko","·","","·","Buka","· Tutup pukul 20.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGoVslYMVOkG7cse3fijogxMiEguRgphmk-_SbYyMEYcfNxh7-Mpzp1ogi1uxpvxM1dOrMX7O25gOtsUBXsZXIyCjeKkyX-SlNRyrXk5frRCV2hKXfdV5cOgEhK8our-4GtTFAbOg=w123-h92-k-no","""Bahan yg di tawarkan memang bagus2 dan sesuai dgn harganya.""","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png"
"https://www.google.com/maps/place/Kedai+Migunani/data=!4m7!3m6!1s0x2e7a593e7503785b:0x1bba3dea5b6c3fb0!8m2!3d-7.7749961!4d110.4045398!16s%2Fg%2F11q2s86ztf!19sChIJW3gDdT5Zei4RsD9sW-o9uhs?authuser=0&hl=id&rclk=1","Kedai Migunani","","","","","Kedai Kopi","·","","Jl. Perumnas Jl. Melon Mundusaren No.239b","Buka","· Tutup pukul 00.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFoGjOIFyGXX32L_iJz7mK0SWYj4krJSIP74NFYCCncxqleBFoyhSXVGwezkDQoRGURivWLpfsvjH8PUO-ccMZaRcIlFKD17dkC2VycINOgTgNfugYr-f1ldOqutm6MCwqGnCjzbg=w91-h92-k-no","Makan di tempat","·","Bawa pulang","",""
"https://www.google.com/maps/place/Kedai+Naifa/data=!4m7!3m6!1s0x2e7a598421c23dab:0x9bc10143e6e0e375!8m2!3d-7.7675581!4d110.4088772!16s%2Fg%2F11fnsg3dnr!19sChIJqz3CIYRZei4RdePg5kMBwZs?authuser=0&hl=id&rclk=1","Kedai Naifa","4,8","(50)","·","Rp 1–25.000","Ayam","·","","Perum APH, Jl. Acasia Jl. Seturan Baru C 7","Tutup","· Buka Sen pukul 09.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGWhWnbNB6m6_YkL2T0VRvkVCO8PD9K-tmmsCtP8xAZxRLy01AGacjsaYJiU-YWVR9bJVgVcYzZk5149SgU7pe5RgH8P1n6jY-hjSht8Pii8uadnolffvzPk7y37Gf3UtaTEvBt=w163-h92-k-no","""Sambelnya maknyuzz.... daging ayam nya lunak...""","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png"
"https://www.google.com/maps/place/Kedai+Unit+Niaga/data=!4m7!3m6!1s0x2e7a59c8ca154495:0xc1f16e29e88a3362!8m2!3d-7.7792231!4d110.3888805!16s%2Fg%2F11b64f1f_k!19sChIJlUQVyshZei4RYjOK6Clu8cE?authuser=0&hl=id&rclk=1","Kedai Unit Niaga","5,0","(1)","","","Kedai Kopi","·","","All Plus, Jl. Cenderawasih No.3","Tutup","· Buka Sen pukul 07.00","https://lh3.googleusercontent.com/gps-proxy/ALd4DhEP9JIVVZVOXMt66j4Je_fCY1DR3bIXUBoBTjyxo-5SGyKKb9nIF0UkOsrrjQjorHDi0ZjbGNqrKlYlU3Eui3WwC3Jwkmhev1yYP9AF_XRVsWwNST3bl0ocpdSKsq4D5dq04TRyfTMF5lerg-YwdKcf19k8JbGXGzc-EZAqcGjNKCBMlY5KSbSc5YHHzwFdCPkgcKI=w122-h92-k-no","Makan di tempat","·","Bawa pulang","",""
"https://www.google.com/maps/place/KEDAI+SESAY24+JAM/data=!4m7!3m6!1s0x2e7a59004df3920f:0xece8231a757cdd1!8m2!3d-7.7880636!4d110.394139!16s%2Fg%2F11vr7vq0zr!19sChIJD5LzTQBZei4R0c1XpzGCzg4?authuser=0&hl=id&rclk=1","KEDAI SESAY24 JAM","3,6","(29)","","","Toko bahan makanan","·","","Jl. Timoho No.121","Buka 24 jam","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGM4swOMG3NILwJH-4hIFvmuo2NugkIP0tvqqLsQa2c-Tbs5pL7RxlMTOMKuSwYPqAPfP8VoqDweqqnT8PRE4HUNhc_fy87qwFN5Lljf3LX8S2ncsdaMLH_s7r3sz0A1ggproYxOw=w80-h106-k-no","""lengkap pol di sini mah, harga gak mau beda dari yg di pasar""","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png"
"https://www.google.com/maps/place/Cokelat+Panas+Kedai+Paman/data=!4m7!3m6!1s0x2e7a59ca3361883d:0x1a93dfa795fbda99!8m2!3d-7.778396!4d110.3834235!16s%2Fg%2F1pzrd761r!19sChIJPYhhM8pZei4Rmdr7laffkxo?authuser=0&hl=id&rclk=1","Cokelat Panas Kedai Paman","4,0","(1)","","","Sesuai untuk keluarga","·","","Jl. Colombo No.26","Buka","· Tutup pukul 21.00","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=CdkfPvNs5pJcHq8JeFeoZw&cb_client=search.gws-prod.gps&w=80&h=92&yaw=193.58759&pitch=0&thumbfov=100","Makan di tempat","·","Bawa pulang","",""
"https://www.google.com/maps/place/Kedai+KW+%28korean+wannabe%29/data=!4m7!3m6!1s0x2e7a598e4728a473:0x573ec581e6530167!8m2!3d-7.7871357!4d110.3817717!16s%2Fg%2F11sdk_50_m!19sChIJc6QoR45Zei4RZwFT5oHFPlc?authuser=0&hl=id&rclk=1","Kedai KW (korean wannabe)","5,0","(19)","","","Restoran","·","","Embung Langensari","Tutup","· Buka pukul 18.30","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFkTKr3DpLeCA9VtQnSBz2rk0A47LLfn6gWBBCx42PsvkFFwxbwEOqzTise33Y9hrEIAhGH4GVws2ZpZiYal6t7MQcgDhPPS0KmKG-xLkC12dBw8f8Z1qIN3xT4i281KA7cacv6=w122-h92-k-no","""Jajanan kekinian murah pas di kantong pelajar harganya""","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png"
"https://www.google.com/maps/place/Kedai+Mahindo/data=!4m7!3m6!1s0x2e7a59f0606b35ab:0x35c1adc3335cd3c2!8m2!3d-7.7819478!4d110.4171698!16s%2Fg%2F11g6zh1ms6!19sChIJqzVrYPBZei4RwtNcM8OtwTU?authuser=0&hl=id&rclk=1","Kedai Mahindo","4,9","(15)","","","Kafe","·","","b, Jl. Tambak Bayan 4 No.10","Tutup","· Buka Sen pukul 11.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAELFM9UWE5SqfODPNJfJjA0D_S66QhbnLxSkNFDuHTcZ3b4iGyOXU-Q7DD1IUFtV0K3DltKG5zPwq0CpXhoJz6PAFxH5ANvpli65jIj9o2YPZzFbcNw2XnA3MPYFtSBvg5Y9osh=w163-h92-k-no","Makan di tempat","·","Bawa pulang","",""
"https://www.google.com/maps/place/Kedai+Al%27s/data=!4m7!3m6!1s0x2e7a5853b38a84e9:0x3c65a761594ecbe0!8m2!3d-7.7620495!4d110.3744493!16s%2Fg%2F11cjgd36z7!19sChIJ6YSKs1NYei4R4MtOWWGnZTw?authuser=0&hl=id&rclk=1","Kedai Al's","4,2","(97)","·","Rp 1–25.000","China","·","","","Tutup","· Buka Sen pukul 10.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEdvijRdsKhSbV1kKL3fB8NiCvLeFnyyRBsEdiyBxx9FS7BLVl3sCZRX__1iZCwwLkyLeFfN459gV144u61itr3mQjx9xC-B4V0fLwjmIXrvWzS03GkOhUNNkfkLFUYqDyCuWI=w122-h92-k-no","""Makanan murah, enak, porsi banyak, free lalapan nasi dan sambal.""","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png"
"https://www.google.com/maps/place/Kedai+Bandungan+Spesial+Seblak/data=!4m7!3m6!1s0x2e7a590c592dd933:0x5302955dfdcb0c81!8m2!3d-7.7640391!4d110.3963605!16s%2Fg%2F11tdn_lx56!19sChIJM9ktWQxZei4RgQzL_V2VAlM?authuser=0&hl=id&rclk=1","Kedai Bandungan Spesial Seblak","4,5","(6)","","","Restoran","·","","Gg. Jemb. Merah No.104D","Buka","· Tutup pukul 20.30","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=eeElPoJJqenU7_kzzp3vbw&cb_client=search.gws-prod.gps&w=80&h=92&yaw=75.48984&pitch=0&thumbfov=100","""Gurih, pedas cabe alami, kuahnya segerrr, krupuknya oke""","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png"
"https://www.google.com/maps/place/Kedai+4R/data=!4m7!3m6!1s0x2e7a591b1a5582e9:0x8235b497d233f620!8m2!3d-7.7895734!4d110.3683385!16s%2Fg%2F11qn5k8cj2!19sChIJ6YJVGhtZei4RIPYz0pe0NYI?authuser=0&hl=id&rclk=1","Kedai 4R","5,0","(2)","","","Restoran","·","","Jogoyudan JT 3 No.1056, RT.51/RW.13","","","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=5v0tYGyGhp5WQnFUfOxWUg&cb_client=search.gws-prod.gps&w=80&h=92&yaw=340.1642&pitch=0&thumbfov=100","Makan di tempat","·","Bawa pulang","",""
"https://www.google.com/maps/place/Kedai+D%27Cosima/data=!4m7!3m6!1s0x2e7a59b424b0c0d1:0x545541f8d1d314e8!8m2!3d-7.7747516!4d110.3750505!16s%2Fg%2F11g1pz02cw!19sChIJ0cCwJLRZei4R6BTT0fhBVVQ?authuser=0&hl=id&rclk=1","Kedai D'Cosima","4,8","(10)","","","Rumah Makan","·","","Jl. C. Simanjuntak No.80","Tutup","· Buka Sen pukul 08.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEauR_r78To6g27RIaprHF8KOkOK8s3MFObCFIJV5gzVCi_J7hrJU-A63yTnf7iTck0ebxlHzrl6PxRj4hsjDzobyIcN2-loqjjSbKwogqXWYRCa-dp3Xz_u_zMcPAueeRUiu-q3A=w122-h92-k-no","""makanannya enak dan murah, pelayanannya juga mantap.""","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png"
"https://www.google.com/maps/place/KEDAI+CINTA+UNY/data=!4m7!3m6!1s0x2e7a599ae04daa55:0x1c9589f8213c6871!8m2!3d-7.7731148!4d110.3852321!16s%2Fg%2F11s2pndscq!19sChIJVapN4JpZei4RcWg8IfiJlRw?authuser=0&hl=id&rclk=1","KEDAI CINTA UNY","2,6","(5)","","","Kedai Kopi","·","","69GP+Q35, Jl. Karangmalang","","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAE_tLxykp1Bob5CHnskjWCpyDTnh9VkXUvRtnviCltpHAxlGtFTVCudufGtcf3mIviOYsP26zoPEaOaj9CUU1PwXZZgncP4VbHMOak12YYP6_8nVtbTJxHtCpjcKUPma11phxZH=w80-h142-k-no","Makan di tempat","·","Bawa pulang","",""
"https://www.google.com/maps/place/Kedai+Modami+Jogja/data=!4m7!3m6!1s0x2e7a594b6f7a7145:0x2e4f6beb41c4dd90!8m2!3d-7.7562246!4d110.371072!16s%2Fg%2F11fpg0wbqh!19sChIJRXF6b0tZei4RkN3EQetrTy4?authuser=0&hl=id&rclk=1","Kedai Modami Jogja","4,5","(8)","","","Restoran","·","","69VC+GC8, Jl. Tirta Marta","Buka","· Tutup pukul 21.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEdqT4_tV8nfR5Den9KRYRgVAyGj9f42d3akvoAhH_AI1XO66RCmT6m0X0AvPtzSi_94BfjmPqGv7UveqYVtbgv-giV6NLDo3hDR5CwHuv-C14nSDEzqMOqvm-bPQAt0XhJE7OX=w80-h106-k-no","""Kemarin nyobain Udon Spicy dengan topping beef, shrimpball, dan meatball.""","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png"
"https://www.google.com/maps/place/Podjok+Sehat+-+Kedai+Santai/data=!4m7!3m6!1s0x2e7a576231682b41:0xbafe732ee0733b26!8m2!3d-7.7967761!4d110.395395!16s%2Fg%2F11fy_1vq2j!19sChIJQStoMWJXei4RJjtz4C5z_ro?authuser=0&hl=id&rclk=1","Podjok Sehat - Kedai Santai","4,6","(87)","·","$","Kedai Kopi","","","","Tutup","· Buka Sen pukul 09.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHbIixaZodYieyGZiDIo0UaRd2bNmxjiu6ee2AiGyT7eY6LOH_fPCXbSPw4sMuOSgc6qnFKddIWyMxO2lewmGf3P0MfpQ1tCi5GAl0yrmmkMduYOkg6fFxv3-GmSICLDv9sl7XsCA=w122-h92-k-no","""Makanan sehat untuk diet sehat.""","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png"
"https://www.google.com/maps/place/Kedai+Minuman+%22GARIS%22/data=!4m7!3m6!1s0x2e7a597a5c7bbbad:0xdb6e73e3467ac6bd!8m2!3d-7.7776243!4d110.3830866!16s%2Fg%2F11pws_mg83!19sChIJrbt7XHpZei4RvcZ6RuNzbts?authuser=0&hl=id&rclk=1","Kedai Minuman ""GARIS""","5,0","(3)","","","Kedai Kopi","·","","69CM+X64, Jl. Nusa Indah","Tutup","· Buka Sen pukul 10.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEftZ_T53zAYZAi9QXt6FRKZ44m67nlMrfAXeGFcem8mzSX6NFcI7kDeh03BeoXMGldpuznbOFFxvjVfsfTBz9bA4jrr9yf70GYCELnyT6iI_eVkgUlnEytpAwcuq7fSkUTIEIy=w122-h92-k-no","Makan di tempat","·","Bawa pulang","",""
