"hfpxzc href","qBF1Pd","MW4etd","UY7F9","W4Efsd","W4Efsd 2","W4Efsd 3","W4Efsd 4","W4Efsd 5","UsdlK","lcr4fd href","Cw1rxd","R8c4Qb","Cw1rxd 2","R8c4Qb 2","Jn12ke src","ah5Ghc","W4Efsd 6"
"https://www.google.com/maps/place/Apotek+Annisa+Farma/data=!4m7!3m6!1s0x2e788300665658d7:0x953f0d919b6063ee!8m2!3d-7.9403293!4d112.5954629!16s%2Fg%2F11myf_95jw!19sChIJ11hWZgCDeC4R7mNgm5ENP5U?authuser=0&hl=id&rclk=1","Apotek Annisa Farma","","","Apotek","·","Jl. Joyo Agung No.1, RT.9/RW.9","Tutup","· Buka Sen pukul 07.00","","","","Rute","","","","",""
"https://www.google.com/maps/place/Kartika+Farma+Apotik/data=!4m7!3m6!1s0x2dd6283b250fb813:0x194d3cdb0352f61c!8m2!3d-7.973526!4d112.6326189!16s%2Fg%2F1hc6z17sq!19sChIJE7gPJTso1i0RHPZSA9s8TRk?authuser=0&hl=id&rclk=1","Kartika Farma Apotik","5,0","(1)","Apotek","·","Jl. Belakang RSU No.1","","","(0341) 327020","","","Rute","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Pelayanan baik""",""
"https://www.google.com/maps/place/Apotek+Wilis/data=!4m7!3m6!1s0x2e78829cd6fee293:0x4c20cd2a3a162eef!8m2!3d-7.972969!4d112.616687!16s%2Fg%2F1hm5q6_s6!19sChIJk-L-1pyCeC4R7y4WOirNIEw?authuser=0&hl=id&rclk=1","Apotek Wilis","4,5","(6)","Apotek","·","Jl. Wilis No.37D","Tutup","·","(0341) 556728","https://www.apotek-k24.com/","","Situs Web","","Rute","","","· Buka Min pukul 07.00"
"https://www.google.com/maps/place/Apotek+Miso+Terbaru+Malang/data=!4m7!3m6!1s0x2dd629ba3b0e2119:0x2a683d1e990aa975!8m2!3d-7.9547968!4d112.6383453!16s%2Fg%2F11n9vgtj5d!19sChIJGSEOO7op1i0RdakKmR49aCo?authuser=0&hl=id&rclk=1","Apotek Miso Terbaru Malang","","","Apotek","·","Dekat, Jl. Letjend S. Parman No.7","","","0831-2585-3148","","","Rute","","","","",""
"https://www.google.com/maps/place/Wiva+Apotek+%26+Praktek+Dokter/data=!4m7!3m6!1s0x2e7883002dda9a7d:0xb9e332a981acfc31!8m2!3d-7.9290741!4d112.614696!16s%2Fg%2F11x311mzkj!19sChIJfZraLQCDeC4RMfysgaky47k?authuser=0&hl=id&rclk=1","Wiva Apotek & Praktek Dokter","5,0","(6)","Apotek","·","Jl. Akordion No.15","Tutup","· Buka Min pukul 09.00","0822-2900-0438","","","Rute","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""obat dan penjelasannya lengkap👍""","·"
"https://www.google.com/maps/place/Amanah+Husada+Apotik/data=!4m7!3m6!1s0x2dd629da5135b17d:0xfe77ee54a5ebc674!8m2!3d-7.9506208!4d112.6314067!16s%2Fg%2F11b6bkb221!19sChIJfbE1Udop1i0RdMbrpVTud_4?authuser=0&hl=id&rclk=1","Amanah Husada Apotik","4,2","(16)","Apotek","·","·","Tutup","· Buka Min pukul 09.00","(0341) 494376","","","Rute","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Ini tempat kerjaku duluuu......kangen pengen kesini lagi🤗""","Jl. Kalpataru No.18"
"https://www.google.com/maps/place/Gama+Sari+Apotek/data=!4m7!3m6!1s0x2dd629cb8b4d2d39:0x6e8b796f0b37a526!8m2!3d-7.957281!4d112.63806!16s%2Fg%2F11f5f_rtcf!19sChIJOS1Ni8sp1i0RJqU3C295i24?authuser=0&hl=id&rclk=1","Gama Sari Apotek","5,0","(1)","Perhentian bus","","","","","","","","Rute","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Pelayanan Terbaik 👍🏻👍🏻👍🏻""",""
"https://www.google.com/maps/place/Apotek+Wilis+Health+Clinic/data=!4m7!3m6!1s0x2e78828304ddb97d:0x698318248ba51dbd!8m2!3d-7.970541!4d112.616357!16s%2Fg%2F11b7q74d3h!19sChIJfbndBIOCeC4RvR2liyQYg2k?authuser=0&hl=id&rclk=1","Apotek Wilis Health Clinic","4,8","(4)","Apotek","·","Jl. Simpang Wilis Indah No.7","Tutup","· Buka Min pukul 06.00","(0341) 552086","","","Rute","","","","","·"
"https://www.google.com/maps/place/Apotek+Anggrek+Farma/data=!4m7!3m6!1s0x2dd62825416b7ee5:0xa685dfe68504137b!8m2!3d-7.9724707!4d112.6306322!16s%2Fg%2F1hc6mvql1!19sChIJ5X5rQSUo1i0RexMEhebfhaY?authuser=0&hl=id&rclk=1","Apotek Anggrek Farma","4,1","(35)","Apotek","·","Jl. Jaksa Agung Suprapto No.19B","Tutup","· Buka Sen pukul 07.30","0813-5702-5050","","","Rute","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Aq suka pelayanan nya, harganya juga terjangkau""","·"
"https://www.google.com/maps/place/Apotek+Duta+Medika/data=!4m7!3m6!1s0x2e7883a97058dd01:0x38e36c91ffe32e77!8m2!3d-7.9290212!4d112.6082352!16s%2Fg%2F11jt5mbbv5!19sChIJAd1YcKmDeC4Rdy7j_5Fs4zg?authuser=0&hl=id&rclk=1","Apotek Duta Medika","5,0","(11)","Apotek","·","Jl. Saxophone No.14","Tutup","· Buka Min pukul 07.00","0852-8539-8839","","","Rute","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Semakin lengkap obat-obatnya, ada dokter gigi dan dokter umum juga 😇""","·"
"https://www.google.com/maps/place/Apotek+Asri/data=!4m7!3m6!1s0x2e7883db75c4aeef:0xbb9a09e211e33599!8m2!3d-7.9307686!4d112.6026319!16s%2Fg%2F11s37fsl2c!19sChIJ767EdduDeC4RmTXjEeIJmrs?authuser=0&hl=id&rclk=1","Apotek Asri","5,0","(35)","Apotek","·","Jl. Raya Tlogomas No.42","Tutup","·","0813-5889-9118","https://linktr.ee/apotek_asri_malang","","Situs Web","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""responnya cepet banget, cocok buat kaum kesakitan tp mager keluar.""","· Buka Min pukul 07.00"
"https://www.google.com/maps/place/Apotek+Tirto+Farma/data=!4m7!3m6!1s0x2e78821febb2adff:0x7668a99376479944!8m2!3d-7.9235743!4d112.5972105!16s%2Fg%2F11btm2n23h!19sChIJ_62y6x-CeC4RRJlHdpOpaHY?authuser=0&hl=id&rclk=1","Apotek Tirto Farma","3,7","(38)","Apotek","·","Jl. Tirto Utomo No.2","","","","","","Rute","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""",""
"https://www.google.com/maps/place/Apotek+Fitrah+Medika/data=!4m7!3m6!1s0x2dd629e8508d5e91:0x5cbe3b4d1cf79f40!8m2!3d-7.9387306!4d112.6340997!16s%2Fg%2F11b6b8fstz!19sChIJkV6NUOgp1i0RQJ_3HE07vlw?authuser=0&hl=id&rclk=1","Apotek Fitrah Medika","4,0","(38)","Apotek","·","Jl. Borobudur No.47C","Tutup","· Buka Min pukul 10.00","(0341) 404044","","","Rute","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Harganya bedanya hampir separuhnya.""","·"
"https://www.google.com/maps/place/Apotek+K-24+Araya+Malang/data=!4m7!3m6!1s0x2dd629006f0b8e73:0x28e846d559ad37b2!8m2!3d-7.9345495!4d112.6495495!16s%2Fg%2F11xfrvmf1y!19sChIJc44LbwAp1i0RsjetWdVG6Cg?authuser=0&hl=id&rclk=1","Apotek K-24 Araya Malang","5,0","(68)","Apotek","·","seberang IGD Persada Hospital, Jl. Raden Panji Suroso No.R-8B, RT.001/RW.007","Buka 24 jam","·","0811-3076-6141","https://www.apotek-k24.com/location/detail/1096/K-24-ARAYA","","Situs Web","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Memuaskan,pelayanannya cepat, dan harganya bisa diadu dengan apotik lain.""",""
"https://www.google.com/maps/place/SMO+DENTAL+CARE+%28Dinoyo%29/data=!4m7!3m6!1s0x2e7883889233c15b:0xc43dc3bbe7b94b6a!8m2!3d-7.9464834!4d112.6132472!16s%2Fg%2F11f9h2cb3k!19sChIJW8EzkoiDeC4Raku557vDPcQ?authuser=0&hl=id&rclk=1","SMO DENTAL CARE (Dinoyo)","4,9","(519)","Dokter Gigi","·","Ruko Istana Dinoyo, Jl. MT. Haryono No.1A","Tutup","· Buka Min pukul 09.00","0813-5756-0295","","","Rute","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempatnya bersih dan nyaman, pelayanan super baguss, staf.nya ramah.""","·"
"https://www.google.com/maps/place/VIVA+Apotek+Kaliurang/data=!4m7!3m6!1s0x2dd62961efab88f7:0x75d623a371395767!8m2!3d-7.9625956!4d112.6316979!16s%2Fg%2F11hdj_70v9!19sChIJ94ir72Ep1i0RZ1c5caMj1nU?authuser=0&hl=id&rclk=1","VIVA Apotek Kaliurang","4,6","(48)","Apotek","·","Jl. Kaliurang No.54 A","Tutup","·","0813-5736-0065","https://vivaapotek.co.id/","","Situs Web","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Pelayanannya ramah, Apoteknya bersih rapi""","· Buka Min pukul 08.00"
"https://www.google.com/maps/place/apotek+premasi+husada/data=!4m7!3m6!1s0x2dd629e86ba068d5:0xb594fc3a7cb84c8e!8m2!3d-7.9394494!4d112.6330287!16s%2Fg%2F11c5szhcr1!19sChIJ1Wiga-gp1i0Rjky4fDr8lLU?authuser=0&hl=id&rclk=1","apotek premasi husada","4,5","(2)","Apotek","·","Jl. C. Sari Utara Kavling 4","","","","","","Rute","","","","",""
"https://www.google.com/maps/place/Viva+Apotek+Raya+Bandulan/data=!4m7!3m6!1s0x2e788395ca411c2d:0x177c8463c690d617!8m2!3d-7.983039!4d112.6072862!16s%2Fg%2F11fsx78kgn!19sChIJLRxBypWDeC4RF9aQxmOEfBc?authuser=0&hl=id&rclk=1","Viva Apotek Raya Bandulan","4,3","(98)","Apotek","·","·","Tutup","Jl. Bandulan No.78","(0341) 5073376","https://vivaapotek.co.id/","","Situs Web","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Apoteknya bersih, pembayaran bisa pakai apa aja enak""","· Buka Min pukul 07.30"
"https://www.google.com/maps/place/Apotek+CENTURY+MOG+malang/data=!4m7!3m6!1s0x2dd629003713e2e5:0x5ef7c73986e5413e!8m2!3d-7.9771201!4d112.623559!16s%2Fg%2F11mkhzpsng!19sChIJ5eITNwAp1i0RPkHlhjnH914?authuser=0&hl=id&rclk=1","Apotek CENTURY MOG malang","3,2","(9)","Apotek","·","Jl. Kawi No.24 31 Lantai 1 unit FF","Tutup","· Buka Min pukul 10.00","(0341) 367489","","","Rute","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Obatnya lengkap tapi pegawai/apotekernya jutek banget.""","·"
"https://www.google.com/maps/place/APOTEK+ABDURRAHMAN/data=!4m7!3m6!1s0x2dd629f3bcee08e7:0xe240402accba38b8!8m2!3d-7.9268616!4d112.6398419!16s%2Fg%2F11t9wsf72n!19sChIJ5wjuvPMp1i0RuDi6zCpAQOI?authuser=0&hl=id&rclk=1","APOTEK ABDURRAHMAN","4,7","(3)","Apotek","","","","","","","","Rute","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Yg jaga ramah""",""
"https://www.google.com/maps/place/Jagoan+Hosting+Indonesia/data=!4m7!3m6!1s0x2e788273fce7086d:0x9907609700d805e4!8m2!3d-7.9465305!4d112.6132687!16s%2Fg%2F11c5_0s1sh!19sChIJbQjn_HOCeC4R5AXYAJdgB5k?authuser=0&hl=id&rclk=1","Jagoan Hosting Indonesia","4,8","(2.492)","Layanan Web Hosting","·","Komp, Ruko Istana Dinoyo, Jalan MT Haryono I, Blk. C No.3 5, RW.5","Tutup","·","(0341) 565353","https://www.jagoanhosting.com/","","Situs Web","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Harga paling murah, pelayanan ok, banyak promo dan giveaway tiap hari.""","· Buka Min pukul 08.00"
"https://www.google.com/maps/place/Apotek+Arjasa/data=!4m7!3m6!1s0x2e788297da31cfe1:0xb359fcaad25ad8f7!8m2!3d-7.9825924!4d112.6054256!16s%2Fg%2F1hm6ggg4f!19sChIJ4c8x2peCeC4R99ha0qr8WbM?authuser=0&hl=id&rclk=1","Apotek Arjasa","4,6","(104)","Apotek","·","·","Tutup","· Buka Min pukul 07.30","(0341) 558043","","","Rute","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Apoteknya lengkap, pelayanannya ramah dan cepat, recommended""","Jl. Bandulan No.114"
"https://www.google.com/maps/place/PT+SOBAT+KAWI+ABADI/data=!4m7!3m6!1s0x2dd62827285d0f2f:0x31b635e44a7eb2c7!8m2!3d-7.9749599!4d112.6182391!16s%2Fg%2F1pzr10rsz!19sChIJLw9dKCco1i0Rx7J-SuQ1tjE?authuser=0&hl=id&rclk=1","PT SOBAT KAWI ABADI","4,2","(185)","Apotek","·","Jl. Kawi Atas No.3 4","Tutup","· Buka Min pukul 07.30","0852-3312-0331","","","Rute","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","·"
"https://www.google.com/maps/place/Apotek+Puncak+Tidar+Medika/data=!4m7!3m6!1s0x2e788343dcdf3c5d:0x8dfff476aa1bb19c!8m2!3d-7.9585887!4d112.5886851!16s%2Fg%2F11y46xlmth!19sChIJXTzf3EODeC4RnLEbqnb0_40?authuser=0&hl=id&rclk=1","Apotek Puncak Tidar Medika","4,6","(13)","Apotek","·","Jl. Villa Puncak Tidar No.M 10","Tutup","· Buka Sen pukul 06.30","0821-3700-6899","","","Rute","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Ramah, Lengkap, tempatnya enak buat nunggu obat,.""","·"
"","","","","","","","","","","","","","","","","",""
